ID;Название;Цена;Наличие;;
Ошибка:510;<b>АКРИЛОВАЯ СИСТЕМА</b>;;;;
495;Brilliant TC (для укрепления натурального ногтя +основа под лак) 1/2oz.15ml;65;0;;
491;Diamond coat (верхнее, защитное акриловое покрытие, придает блеск) 15 ml;58,5;0;;
494;No Lines (средство для коррекции ногтей)1/2oz.15ml;78;0;;
2124;Акриловая краска НФ с носиком, 15 г;16,5;29;;
761;Акриловая пудра  цветная Amoress, 7.5;40;0;;
496;Верхнее покрытие для акриловых ногтей UV Shining TC (1/2oz.15ml);82;0;;
489;Микрогель Kodi для укрепление натурального ногтя, 15ml;75;5;;
2269;Набор акриловых пудр Lady Victory, 12 шт.;133;1;;
487;Обезжириватель Nail fresher «Kodi» (1/2oz.15ml);71;17;;
812;Пробный набор для акрилового наращивания Amoresse;152,8;0;;
492;Силлер  коди Nail Sealer (ультрафеолетовое покрытие) 15 ml;75;2;;
497;Ультрабонд KODI (безкислотный праймер) 1/2oz.15ml;75;28;;
490;Цветной концентрат в мономер (Red dye) 15 ml;75;0;;
486;﻿Праймер «Kodi» (10ml);54;2;;
Ошибка:510;<b>-- ликвидатор линии коррекции</b>;;;;
23;Ликвидатор линии коррекции ASP;167;0;;
905;Масло в ручке EzFlow;28,6;0;;
Ошибка:510;<b>-- мономеры (акрил)</b>;;;;
1073;Мономер Kodi (100 ml.) прозрачный;149;3;;
481;Мономер «Kodi» (100 ml.) (фиолетовый);149;0;;
484;Мономер «Kodi» 18oz (504ml)  (фиолетовый);654;1;;
485;Мономер «Kodi» 18oz (504ml.) (прозрачный);654;0;;
483;Мономер «Kodi» 9oz (252 ml.) (прозрачный – особый эффект при дизайне);372;0;;
482;Мономер «Kodi» 9oz (252 ml.) (фиолетовый – особый эффект при моделирования);372;1;;
1206;Мономер прозрачный, 1 мл. (розлив);1,94;0;;
480;"﻿Мономер фиолетовый ""Kodi"" 1 мл (розлив)";1,94;0;;
Ошибка:510;<b>-- акригель</b>;;;;
2057;Акриловая пудра AcryGel белая , 11 грамм;75;0;;
2056;Акриловая пудра AcryGel прозрачный , 11 грамм;75;0;;
124;Акриловая пудра AcryGel, укрепляющая - 45г - белая;253;0;;
123;Акриловая пудра AcryGel, укрепляющая - 45г - прозрачная;253;0;;
125;Акриловая пудра AcryGel, укрепляющая - 45г - розовая;253;1;;
127;УФ Гель AcryGel - 30г - белый;302;0;;
126;УФ Гель AcryGel - 30г - прозрачный;302;0;;
128;УФ Гель AcryGel - 30г - розовый;302;0;;
Ошибка:510;<b>-- обезжириватели/ растворители (акрил)</b>;;;;
803;Обезжириватель, бонд Premium, 15 мл.;79,3;0;;
Ошибка:510;<b>-- праймеры для акрила</b>;;;;
802;Праймер кислотный Premium, 15 мл.;125,3;0;;
Ошибка:510;<b>-- пудра акриловая</b>;;;;
2141;Акрил LV A-Mix-4;18;0;;
811;Акриловая пудра камуфлирующая High Definition, 7.5 г.;42,3;0;;
762;Акриловый пигмент-столбик, 10 цветов.;97,5;0;;
465;Базовый акрил Kodi (pink-розовый) 0.76oz (22г.);96;0;;
467;Базовый акрил Kodi (белый) 0.76oz (22г.);96;0;;
1699;Базовый акрил kodi белый (White), 60 г.;200;0;;
1106;Базовый акрил Kodi прозрачный Clear, на развес, 40 г.;144,2;1;;
1070;Базовый акрил Kodi прозрачный сlear на развес, 22 г.;82,4;2;;
46;Базовый акрил Kodi розовый pink, на развес, 22 г.;82,4;2;;
47;Базовый акрил Kodi розовый pink, на развес, 40 г;144,2;3;;
466;Базовый акрил «Kodi» (clear-прозрачный) 0.76oz (22г.);96;1;;
469;Базовый акрил «Kodi» (clear-прозрачный) 1.43oz (40г.);187;1;;
468;Базовый акрил «Kodi» (pink-розовый) 1.43oz (40г.);187;1;;
1252;Базовый акрил белый White (на развес), 22 г.;82,4;1;;
1253;Базовый акрил белый White (на развес), 40 г.;144,2;1;;
478;Базовый акрил«Kodi»  (clear-прозрачный)  8oz (224г.);596;0;;
479;Базовый акрил«Kodi»  (pink-розовый)  8oz (224г.);596;0;;
474;Базовый акрил«Kodi»  (white-белый)  8oz (224г.);596;0;;
470;Базовый акрил«Kodi»  (white-белый) 1.43oz (40г.);187;1;;
1071;Камуфлирующий акрил Kodi masque rose+, на развес, 22 г.;90;0;;
1072;Камуфлирующий акрил Kodi masque rose+, на развес, 40 г.;144,2;0;;
475;Матирующая акриловая пудра «Kodi» (персик) 0.76oz (224г.);638;0;;
471;Матирующая акриловая пудра «Kodi» (персик) 0.76oz (22г.);115;0;;
476;Матирующая акриловая пудра «Kodi» (роза)  0.76oz (224г.);638;0;;
472;Матирующая акриловая пудра «Kodi» (роза)  0.76oz (22г.);115;0;;
477;Матирующая акриловая пудра «Kodi» (роза+) 0.76oz (224г.);638;0;;
473;Матирующая акриловая пудра «Kodi» (роза+) 0.76oz (22г.);115;2;;
Ошибка:510;<b>-- пудры акрил. для диз-на</b>;;;0;
1492;Акрил Ezflow, 21 г.;133,1;0;159.72;
1572;Акрил белый на развес для лепки, 4 г.;28;0;33.6;
507;Акриловая пудра Kodi цветная, 5 г.;46;0;55.2;
762;Акриловый пигмент-столбик, 10 цветов.;97,5;0;117;
1724;Набор акрилов 12 цветов Global Fashion, 1шт.;72,8;0;87.36;
509;Набор цветной акриловой пудры с глиттером “Kodi”(12шт.);453;0;543.6;
508;Набор цветной акриловой пудры “Kodi” (12 шт.);453;0;543.6;
510;Набор цветной акриловой пудры “Kodi”(24шт.);819;0;982.8;
Ошибка:510;<b>-- силлеры (акрил)</b>;;;0;
79;UV gel QF2 УФ финиш-гель Kodi, силлер ;143;4;;
113;Силлер Bonding All Season, 15г (для акрила);111,4;0;133.68;
Ошибка:510;<b>БИО-ГЕЛИ</b>;;;0;
246;Обезжириватель-дезинфектор  Cherish - 240 мл;190,3;0;228.36;
245;Обезжириватель-дезинфектор Cherish - 120 мл;49;0;58.8;
231;силлер для УФ-гелей ECO, 15 мл;81,7;0;98.04;
247;Средство для снятия геля - 120 мл;97,6;0;117.12;
248;Средство для снятия геля - 240 мл;190,3;0;228.36;
243;Средство для снятия липкости Cherish Gel Wipe - 120 мл;97,6;0;117.12;
244;Средство для снятия липкости Cherish Gel Wipe - 240 мл;99;0;118.8;
1431;Топ гель Эко, 15 мл.;194,2;1;;
233;УФ-биогель Cherish базовый - 30 г;128;0;153.6;
240;УФ-биогель Cherish моделирующий Clear, прозрачный - 15 г;99;0;118.8;
241;УФ-биогель Cherish моделирующий Clear, прозрачный - 30 г;128;0;153.6;
242;УФ-биогель Cherish моделирующий Clear, прозрачный - 60 г;199;0;238.8;
235;УФ-биогель Cherish моделирующий Light Pink, насыщенный розовый - 15 г;99;-1;118.8;
236;УФ-биогель Cherish моделирующий Light Pink, насыщенный розовый - 30 г;128;0;153.6;
238;УФ-биогель Cherish моделирующий Satin Pink, камуфлирующий розовый - 30 г;241,6;0;289.92;
239;УФ-биогель Cherish моделирующий Soft White, белый - 15 г;156,2;0;187.44;
237;УФ-биогель моделирующий Light Pink, насыщенный розовый - 60 г;199;0;238.8;
186;УФ-гель ECO Soak Off, белый - 28 мл;291;0;349.2;
183;УФ-гель ECO Soak Off, прозрачный - 28 мл;291;0;349.2;
184;УФ-гель ECO Soak Off, прозрачный - 56 мл;316;0;379.2;
181;УФ-гель ECO Soak Off, розовый - 28 мл;291;0;349.2;
182;УФ-гель ECO Soak Off, розовый - 56 мл;316;0;379.2;
979;УФ-гель EKO Soak Off 1183, базовый - 3,75 мл.;47,6;0;57.12;
179;УФ-гель базовый ECO Soak Off, прозрачный - 56 мл;316;0;379.2;
234;УФ-гель завершающий Cherish, финиш для био-геля - 15 г;99;0;118.8;
188;"УФ-гель цветной ECO Soak Off, ""Северное сияние"" - 56 мл";316;0;379.2;
224;УФ-гель цветной ECO Soak Off, белый перламутр - 56 мл;316;0;379.2;
220;УФ-гель цветной ECO Soak Off, бордово-коричневый перламутровый - 56 мл;316;0;379.2;
190;УФ-гель цветной ECO Soak Off, бордовый матовый - 56 мл;316;0;379.2;
204;УФ-гель цветной ECO Soak Off, коралловый - 56 мл;316;0;379.2;
216;УФ-гель цветной ECO Soak Off, коричневый перламутровый - 56 мл;316;0;379.2;
222;УФ-гель цветной ECO Soak Off, красный глитерный - 56 мл;316;0;379.2;
200;УФ-гель цветной ECO Soak Off, красный матовый - 56 мл;316;0;379.2;
218;УФ-гель цветной ECO Soak Off, красный перламутровый - 56 мл;316;0;379.2;
202;УФ-гель цветной ECO Soak Off, малиновый - 56 мл;316;0;379.2;
196;УФ-гель цветной ECO Soak Off, персиковый розовый - 56 мл;316;0;379.2;
228;УФ-гель цветной ECO Soak Off, розовый матовый - 56 мл;316;0;379.2;
226;УФ-гель цветной ECO Soak Off, светло-бежевый матовый - 56 мл;316;0;379.2;
198;УФ-гель цветной ECO Soak Off, светло-фиолетовый - 56 мл;316;0;379.2;
194;УФ-гель цветной ECO Soak Off, телесный розовый - 56 мл;316;0;379.2;
206;УФ-гель цветной ECO Soak Off, телесный с радужными блестками - 56 мл;316;0;379.2;
230;УФ-гель цветной ECO Soak Off, фиолетовый глитерный - 56 мл;316;0;379.2;
192;УФ-гель цветной ECO Soak Off, черный - 56 мл;316;0;379.2;
214;УФ-гель цветной ECO Soak Off, шоколадный матовый - 56 мл;316;0;379.2;
212;УФ-гель цветной ECO Soak Off, яркий морковный - 56 мл;316;0;379.2;
187;"УФ-гель цветной ECO Soak Off, № 1182 ""Северное сияние"" - 3,75 мл";64,5;1;77.4;
189;УФ-гель цветной ECO Soak Off, № 1184, бордовый матовый - 3,75 мл;64,5;4;77.4;
193;УФ-гель цветной ECO Soak Off, № 1186, телесный розовый - 3,75 мл;64,5;2;77.4;
195;УФ-гель цветной ECO Soak Off, № 1187, персиковый розовый - 3,75 мл;64,5;1;77.4;
199;УФ-гель цветной ECO Soak Off, № 1189, красный матовый - 3,75 мл;64,5;4;77.4;
201;УФ-гель цветной ECO Soak Off, № 1207, малиновый - 3,75 мл;64,5;4;77.4;
207;УФ-гель цветной ECO Soak Off, № 1212, серебристый радужный - 3,75 мл;64,5;2;77.4;
208;УФ-гель цветной ECO Soak Off, № 1212, серебристый радужный - 56 мл;316;0;379.2;
213;УФ-гель цветной ECO Soak Off, № 1214, шоколадный матовый - 3,75 мл;64,5;2;77.4;
217;УФ-гель цветной ECO Soak Off, № 1216, красный перламутровый - 3,75 мл;64,5;2;77.4;
221;УФ-гель цветной ECO Soak Off, № 1218, красный глитерный - 3,75 мл;64,5;1;77.4;
223;УФ-гель цветной ECO Soak Off, № 1219, белый перламутр - 3,75 мл;64,5;3;77.4;
225;УФ-гель цветной ECO Soak Off, № 1220, светло-бежевый матовый - 3,75 мл;64,5;1;77.4;
227;УФ-гель цветной ECO Soak Off, № 1221, розовый матовый - 3,75 мл;64,5;5;77.4;
191;УФ-гель цветной ECO Soak Off, №1185, черный - 3,75 мл;64,5;1;77.4;
197;УФ-гель цветной ECO Soak Off, №1188, светло-фиолетовый - 3,75 мл;64,5;3;77.4;
203;УФ-гель цветной ECO Soak Off, №1208, коралловый - 3,75 мл;64,5;1;77.4;
205;УФ-гель цветной ECO Soak Off, №1209, телесный с радужными блестками - 3,75 мл;64,5;1;77.4;
211;УФ-гель цветной ECO Soak Off, №1213 яркий морковный - 3,75 мл;64,5;2;77.4;
215;УФ-гель цветной ECO Soak Off, №1215, коричневый перламутровый - 3,75 мл;64,5;5;77.4;
219;УФ-гель цветной ECO Soak Off, №1217, бордово-коричневый перламутровый - 3,75 мл;64,5;0;77.4;
261;Цветной УФ-гель Cherry Red, 3,75 мл - малиновый;79,3;0;95.16;
262;Цветной УФ-гель Cherry Red, 7,5 мл - малиновый;59;0;70.8;
255;Цветной УФ-гель Light Pink, 3,75 мл - насыщенный розовый;79,3;0;95.16;
256;Цветной УФ-гель Light Pink, 7,5 мл - насыщенный розовый;59;0;70.8;
249;Цветной УФ-гель Satin Pink, 3,75 мл - персиково-розовый;79,3;0;95.16;
250;Цветной УФ-гель Satin Pink, 7,5 мл - персиково-розовый;59;0;70.8;
257;Цветной УФ-гель Silver Nights, 3,75 мл - серебристый радужный глитер;96,4;0;115.68;
258;Цветной УФ-гель Silver Nights, 7,5 мл - серебристый радужный глитер;59;0;70.8;
253;Цветной УФ-гель Sparkling Gold, 3,75 мл - золотистый радужный глитер;79,3;0;95.16;
254;Цветной УФ-гель Sparkling Gold, 7,5 мл - золотистый радужный глитер;59;0;70.8;
259;Цветной УФ-гель Sugar Plum, 3,75 мл - темно-сиреневый матовый;104,9;0;125.88;
260;Цветной УФ-гель Sugar Plum, 7,5 мл - темно-сиреневый матовый;59;0;70.8;
251;Цветной УФ-гель Sunset Red, 3,75 мл - красный матовый;79,3;0;95.16;
252;Цветной УФ-гель Sunset Red, 7,5 мл - красный матовый;59;0;70.8;
178;﻿УФ гель базовый ECO Soak Off, 28 г;291;0;349.2;
232;﻿УФ-биогель Сherish базовый - 15 г;99;-1;118.8;
Ошибка:510;<b>-- вспом.средства</b>;;;0;
1597;Жидкость для удаления геля Eni Lux, 118 мл.;71,5;0;85.8;
760;Концентрат для снятия био-геля ECO, 15 мл;106,8;0;128.16;
758;Праймер ультрабонд Amoresse, 7.5 мл.;131,8;0;158.16;
1655;Топ, силлер Эко, 75 мл.;578,4;0;;
Ошибка:510;<b>-- моделирующие</b>;;;0;
180;УФ-гель ECO Soak Off, № 1179, розовый - 3,75 мл;65;1;78;
1004;УФ-гель базовый ECO Soak Off, 7 мл;93;2;111.6;
Ошибка:510;<b>-- цветные</b>;;;0;
1371;Гель Eco 1240, 7 г.;93;2;111.6;
1376;Гель Eco 1241, 7 г.;93;0;111.6;
1372;Гель Eco 1243, 7 г.;93;0;111.6;
1375;Гель Eco 1244, 7 г.;93;1;111.6;
1373;Гель Eco 1245, 7 г.;93;1;111.6;
1554;Гель Eco 1246, 7 г.;93;1;111.6;
1374;Гель Eco 1249, 7 г.;93;0;111.6;
1557;Гель Eco 1250, 7 г.;93;1;111.6;
1369;Гель Eco 1251 глиттерный, 7 г.;93;0;111.6;
1367;Гель Eco 1253 глиттерный, 7 г.;93;1;111.6;
1370;Гель Eco 1254 глиттерный, 7 г.;93;0;111.6;
1368;Гель Eco 1256 глиттерный, 7 г.;93;2;111.6;
1328;Гель цветной Cherish SOG-513 ярко-красный, 7.5 мл.;59;0;70.8;
1596;Гель Эко 1247, 7 г.;93;0;111.6;
185;УФ-гель ECO Soak Off, №1181, белый - 3,75 мл;64,5;0;77.4;
210;УФ-гель цветной ECO Soak Off, глиттерный серебристый - 56 мл;316;0;379.2;
209;УФ-гель цветной ECO Soak Off, № 1211, глиттерный серебристый - 3,75 мл;64,5;2;77.4;
229;УФ-гель цветной ECO Soak Off, № 1222, фиолетовый глитерный - 3,5 мл;64,5;0;77.4;
982;УФ-гель цветной ECO Soak Off, № 1224, розовый перламутровый - 3,75 мл.;64,5;0;77.4;
981;УФ-гель цветной EСO Soak Off, № 1223, баклажановый - 3,75 мл.;64,5;1;77.4;
983;УФ-гель цветной EСO Soak Off, № 1225, сиреневый - 3,75 мл.;64,5;3;77.4;
984;УФ-гель цветной EСO Soak Off, № 1226, красный яркий - 3,75 мл.;64,5;2;77.4;
985;УФ-гель цветной EСO Soak Off, № 1227, коричнево-антрацитовый - 3,75 мл.;64,5;5;77.4;
986;УФ-гель цветной EСO Soak Off, № 1228, шоколадный перламутровый - 3,75 мл.;64,5;0;77.4;
987;УФ-гель цветной EСO Soak Off, № 1229, малиновый перламутровый - 3,75 мл.;47,3;5;56.76;
988;УФ-гель цветной EСO Soak Off, № 1230, бордовый перламутровый  - 3,75 мл.;64,5;5;77.4;
1001;Цветной УФ-гель Heavanly Pink, 7.5 мл. ;59;0;70.8;
1002;Цветной УФ-гель Ultra Pink, 7.5 мл.;59;0;70.8;
Ошибка:510;<b>ДЕЗИНФЕКЦИЯ</b>;;;0;
744;Бациллол 1 л.;215,35;1;245;
743;Бациллол 50 мл.;40,5;0;46;
747;Бациллол 500 мл.;166;0;199.2;
2085;Бациллол на разлив, 1 мл;0,43;0;0.516;
2172;БиоЛонг для инструментов 250 мл (парикмахерских, маникюрных, педикюрных);26;4;27;
2165;БиоЛонг для инструментов, 1000 мл (парикхмахерских, педикюрных, маникюрных);55;0;;
2166;БиоЛонг кожный антисептик 250 мл (пенный);42;0;45;
2168;БиоЛонг кожный антисептик, 250 мл;40;-1;48;
2167;БиоЛонг концентрат (для инструментов), 250 мл;50;5;55;
2194;Биолонг универсальный 250 мл;26;6;27;
1333;Бионол-форте;263,5;0;316.2;
1642;Корзолекс Экстра, 2 л.;685,35;0;822.42;
746;Стериллиум 1 л.;193;1;231.6;
745;Стериллиум 100 мл.;53,5;3;64.2;
2084;Стериллиум на разлив, 1 мл;0,37;0;0.444;
1644;Стериллиум-гель, 100 мл.;53,5;3;64.2;
1643;Стериллиум-гель, 475 мл.;114;1;136.8;
Ошибка:510;<b>ДЕПИЛЯЦИЯ</b>;;;0;
1256;Воск кассетный велюр Bio (Velour), 1 шт.;30;7;36;
64;Воск с ароматом шоколада;30;0;36;
2281;Гель после депиляции Аюна с маслом чайного дерева и ментолом, 200 мл.;185;2;222;
2280;Ингибитор Аюна, 1 шт.;137,1;3;164.52;
2282;Лосьон универсальный противовоспалительный с календулой, 200 мл.;138;1;165.6;
2368;Масло после депиляции BeautyHall, 250 мл. ;142;1;170.4;
2369;Масло после депиляции BeautyHall, 500 мл. ;203;1;243.6;
1192;Набор для домашней депиляции (воск горячий 120 г, 2 салфетки, шпатель);97,5;0;117;
896;Простынь нетканная ткань 80 см х 50 м;143;0;171.6;
895;Простынь нетканная ткань, 60 см x 50 м;104,3;0;125.16;
2279;Тальк Аюна, 1 шт.;45;2;54;
2278;Фитосмола Аюна, 170 г.;90;1;108;
894;Шпатели большие, уп. 100 шт;49;0;58.8;
2187;Шпатель пластиковый ЕМА-07 для нанесения воска, крема (многоразовый, длина: 21.3см) ;15;4;18;
1606;Шугаринг soft, 800 мл.;324;0;388.8;
1607;Шугаринг strong, 800 мл.;360;0;432;
Ошибка:510;<b>-- бумага для депиляции</b>;;;0;
1780;Бумага в рулоне URE, 100 м;110;0;132;
1190;Бумага для депиляции Erbel;157;0;188.4;
1045;Бумага для депиляции Vestaliya, Infinity, Epil Bandy Plus полосы, 100 шт.;48;0;57.6;
1046;Бумага для депиляции, полосы, 50 шт.;40;0;48;
1245;Полосы Tessiltaglio для депиляции в рулоне (китай), 100 м.;132;0;158.4;
1778;Полосы для депиляции ассорти, 100 шт;54;0;64.8;
1779;Полосы для депиляции ассорти, 50 шт;32,4;0;38.88;
1935;Полосы для депиляции в рулоне non-woven, 100 м;150;3;180;
1229;Полосы для депиляции на метраж, 5 м.;9;0;10.8;
1934;Полосы для депиляции розовые non-woven, 100 шт ;42;13;50.4;
1944;Полосы для депиляции холодный воск Styie;25;1;30;
1904;Полосы для депиляции, 25 шт;18;0;21.6;
1801;Холодный воск (полосы) Bohema;43;1;51.6;
Ошибка:510;<b>-- воск горячий таблетированый</b>;;;0;
70;Воск азуленовый горячий таблетированный, 500 г.;110;0;132;
1207;Воск горячий таблетированный азуленовый, 1000 мл.;190;1;228;
1179;Воск горячий таблетированный бразильский, 500 г.;129,6;0;155.52;
1180;Воск горячий таблетированный маисовый, 500 г.;110;0;132;
68;Воск натуральный горячий таблетированный, 1000 г.;190;0;228;
1176;Воск натуральный таблетированный, 0.5 кг.;110;0;132;
69;Воск розовый горячий таблетированный, 1000 г.;190;0;228;
1178;Воск розовый горячий таблетированный, 500 г.;110;0;132;
1500;Воск таблетированный горячий, 1 шт.;5,95;0;7.14;
2244;Воск таблетированный шоколадный горячий, 1 кг.;172,2;0;206.64;
1300;Воск таблетированный шоколадный горячий, 500 мл;110;1;132;
Ошибка:510;<b>-- воск кассетный</b>;;;0;
2326;Воск кассетный BeautyHall, 1 шт.;25;10;30;
1163;Воск кассетный Erbel (все виды), 100г;30;42;36;
1036;Воск кассетный Holiday c кокосом;25;0;30;
1037;Воск кассетный Holiday c экстрактом розы;25;0;30;
1165;Воск кассетный Olio D'Argan Xanitalia, 100г (с маслом органы);25;0;30;
1257;Воск кассетный велюр в ассортименте (Velour), 1 шт.;25;30;30;
1170;Воск кассетный гипоалергенный  Алое ароматизированный (кассетный 100г) Aloe;33;0;39.6;
1171;Воск кассетный гипоалергенный Вишня  (100г) Ciliegia;33;0;39.6;
1173;Воск кассетный гипоалергенный Кокос ароматизированный (кассетный 100г) Cocco;33;0;39.6;
1174;Воск кассетный гипоалергенный Лесная Ягода ароматизированный (кассетный 100г) Frutti di Bosco;33;0;39.6;
1172;Воск кассетный гипоалергенный Шоколад ароматизированный (кассетный 100г) Cioccolato;33;0;39.6;
1292;Воск кассетный Диамонд Diamond Pure прозрачный;33;0;39.6;
1293;Воск кассетный Диамонд Diamond Ultra White белый;33;0;39.6;
1296;Воск кассетный Золотой с мерцающей пыльцой (Star Gold);27;0;32.4;
1295;Воск кассетный Капуччино с мерцающей пыльцой;27;0;32.4;
1167;Воск кассетный Киви (водорастворимый) 100г,  hidrowax Kiwi;40;1;48;
1166;Воск кассетный Клубника (водорастворимый) 100г,  hidrowax Fragola;40;1;48;
1168;Воск кассетный Лимон (водорастворимый) 100г,  hidrowax Limone;40;0;48;
1164;Воск кассетный натуральный Miele медовый, 100г;25;0;30;
1169;Воск кассетный Персик (водорастворимый) 100г,  hidrowax Pesca;40;1;48;
1294;Воск кассетный титан с микротальком;35;5;42;
1415;Воск хлорофилл Super Nacre;24;0;28.8;
Ошибка:510;<b>-- воск теплый баночный</b>;;;0;
1270;Воск алое гипоаллергенный с мерцающей пыльцой, 400 мл;125;0;150;
1231;Воск баночный азулен с добавлением цинка и титана, 400 мл.;90;0;108;
1191;Воск баночный натуральный Arcocere Naturale, 400 мл.;90;1;108;
1208;Воск баночный натуральный Erbel Arcocere Naturale, 800 мл.;140;0;168;
1193;Воск баночный с добавлением микроталька, цинка и титана, 400 мл.;105;1;126;
1035;Воск баночный теплый с маслом чайного дерева, 800 мл.;140;0;168;
1033;Воск баночный теплый с тальком Vestalia, 800 мл;140;0;168;
1738;Воск зеленый чай EzWax, 400 мл.;102;0;122.4;
1162;Воск теплый баночный Trendy, натуральный, 800 мл.;140;0;168;
1255;Воск теплый бразильский, 118 мл.;36;0;43.2;
941;Воск теплый бразильский, 398 мл.;84;0;100.8;
942;Воск теплый натуральный, 398 мл.;93,1;0;111.72;
Ошибка:510;<b>-- вспомогательные средства</b>;;;0;
1227;Воск баночный вишня, 400 мл.;105;1;126;
1742;Воскоплав кассетный (Италия);222;2;266.4;
1210;Гель освежающий после депиляции с алое вера, 500 мл.;140;0;168;
1047;Емкость для баночного воскоплава, 400 мл.;120;0;144;
1758;Жидкость для очистки оборудования от воска, 1л;217;0;260.4;
940;Кольца для кассетного воскоплава ;42;0;50.4;
1181;Кольца защитные для баночного воскоплава, 50 шт.;42;0;50.4;
1213;Масло замедляющее рост волос, 50 мл.;142;0;170.4;
1216;Масло освежающее после депиляции с ментолом, 500 мл.;140;0;168;
1209;Масло очищающее после депиляции с алое вера, 500 мл.;140;0;168;
1574;Масло после депиляции гамамелис, 150 мл. ;72;0;86.4;
1609;Масло после депиляции кокос, 150 мл.;72;0;86.4;
1520;Масло после депиляции кола, 150 мл.;72;0;86.4;
1232;Масло после депиляции с алое, 150 мл.;95;2;114;
1242;Масло после депиляции с ароматом шоколада, 150 мл.;72;0;86.4;
1258;Масло после депиляции с календулой, 150 мл.;93;0;111.6;
1225;Масло после депиляции с клубникой, 150 мл.;75;0;90;
1259;Масло после депиляции с лесными ягодами, 150 мл.;72;0;86.4;
1241;Масло после депиляции с ментолом, 150 мл.;65;3;78;
1228;Масло/лосьон после депиляции капуччино(золотой) с мерцающей пыльцой;99;1;118.8;
1211;Молочко освежающее после депиляции с алое вера, 500 мл.;140;0;168;
1215;Молочко освежающее после депиляции с ментолом, 500 мл.;140;0;168;
1580;Молочко после депиляции Holiday;134,4;0;161.28;
1521;Молочко после депиляции вишня, 150 мл.;72;0;86.4;
1493;Молочко после депиляции с ментолом (150 мл.);72;0;86.4;
1041;Тоник после депиляции EzWax с лавандой, 400 мл.;90;0;108;
1212;Универсальное средство перед депиляцией с алое вера, 500 мл.;140;0;168;
1226;Универсальный лосьон перед депиляцией с клубникой, 150 мл.;65;3;78;
1214;Фито-гель против роста волос с энзимами, 30 мл;209;0;250.8;
Ошибка:510;<b>-- шпатели</b>;;;0;
1216;Масло освежающее после депиляции с ментолом, 500 мл.;140;0;168;
1049;Шпатели деревянные для лица (маленькие), 100 шт.;40;2;48;
1654;Шпатель деревянный уп.10 шт.;15;3;18;
1048;Шпатель для депиляции нержавеющий;85;1;102;
1302;Шпатель для депиляции нержавеющий (красная ручка);58,5;0;70.2;
947;Шпатель пластмассовый;5;4;6;
Ошибка:510;<b>ЖУРНАЛЫ</b>;;;0;
1024;"Журнал ""Hand&Nails+Ногтевой сервис""";35;1;42;
1025;"Журнал ""Косметолог""";35;1;42;
1084;"Журнал ""Макияж""";30;0;36;
1023;"Журнал ""Ногтевая эстетика""";35;3;42;
1360;Журнал ArtStaile;45;0;54;
1022;Журнал Velena;39;0;46.8;
Ошибка:510;<b>ИНСТРУМЕНТЫ ДЛЯ МАНИКЮРА/ПЕДИКЮРА</b>;;;0;
2363;La Palm Cullus Remover Orang ремувер для педикюра, 236 мл.;155;1;186;
2188;Бритва для коррекции бровей FER-01,02, 03 (длина: 2,2 см; 0,6 см) ;20;#ЗНАЧЕН!;
1012;Клиппер Мастер ;31;9;37.2;
1297;Клиппер Мастер маленький;26;13;31.2;
2275;Лезвия Hope Shine, 10 шт.;20;5;24;
1653;Ложка косметологическая Solinger;31,2;0;37.44;
2017;Мандрелл (золотой) для шлиф. барабанчиков;65;0;78;
1445;Набор для маникюра квадрат. (6 предметов) ;200,2;0;240.24;
1889;Набор для маникюра Мастер (овальный), 1шт;175,5;0;210.6;
1888;Набор для маникюра Мастер, 1шт;230;1;276;
1447;Набор для маникюра овал. (7 предметов) ;247;0;296.4;
1887;Набор для маникюра Сталекс, 1шт;397;4;476.4;
1446;Набор для маникюра узк. (5 предметов) ;179,4;0;215.28;
2273;Ножницы Мастер проф в чехле, 1 шт;70;5;84;
2373;Образцы для лака (типса на кольце), 50 шт.;45;1;54;
2258;Пакеты для маникюра на ризинке, 50 шт;36;2;43.2;
2288;Пемза для педикюра Salon вулканическая, 1 шт.;68;4;81.6;
2289;Пемза+щетка для педикюра Salon, 1 шт.;34;3;40.8;
2293;Пинцет для бровей Salon, 1 шт.;16;0;19.2;
2406;Пинцет для бровей Коди/Kodi, 1 шт.;55;3;66;
2214;Пинцет для поджатия ногтей LV FN-08, 1 шт.;39;0;46.8;
2372;Полочка для лаков на 32 позиции, 1 шт.;299;1;358.8;
2429;Пушер для вросшего ногтя;53;0;63.6;
2305;Терка Salon камень+металл маленькая, 1 шт.;25,8;3;30.96;
2265;Терка для педикюра мини коди/kodi, 1 шт.;21;0;25.2;
2290;Терка лазерная для педикюра Salon  квадратная, 1шт.;95;3;114;
2291;Терка лазерная для педикюра Salon прямоугольная, 1шт.;121;3;145.2;
2357;Терка Сталекс-мини для пальчиков бежевая, 1 шт.;15;3;18;
2252;Терка четырехугольная малая (весло), 1 шт.;35;7;42;
2354;Триммер для кутикулы +четырехсторонняя пилка LV, 1 шт.;30;3;36;
Ошибка:510;<b>-- гильотины/каттер</b>;;;0;
923;Гильотина Мастер;45;1;54;
Ошибка:510;<b>-- европемзы</b>;;;0;
871;Европемза Cala;23,6;0;28.32;
872;Европемза зеленая, розовая, голубая;15;13;18;
874;Европемза роз. Nigelon ;36;8;43.2;
873;Европемза роз. с ручкой Nigelon ;36;9;43.2;
